Name	City	Zip	Score	Non-Smoking	Date	Street
HARTLEY'S CATERING	HUNTSVILLE	35806	98	Yes	8/14/2014	237 Johns Rd.
MAIN EVENT CATERING	HAZEL GREEN	35750	99	Yes	1/13/2015	14588 A Highway 231/431 N
SKYTAC	MADISON	35758	93	Yes	3/10/2015	9035 Madison Blvd
SLICE AT A TIME	BROWNSBORO	35741	93	Yes	2/6/2015	5732-C Hwy 431 South
